,Sentiment,SentimentText
83413,0,<MENTION> I sorry....mine is super shitty too
91632,0,<MENTION> just saw that tweet is should be on tv
99546,1,<MENTION> i got 93% on Hunter the 2nd
16257,0,: A date night without my baby.Sigh.. I miss you already..
78944,0,<MENTION> WorkLoad
90254,1,<MENTION> Coraline. It was great
20377,0,@ the wedding rehearsal now...I hate this part.
29584,1,"<MENTION> I loved it! With editing, you miss so much of the good things we both said. But I thought the homeowners were so great!"
36967,0,"<MENTION> how many days will the Rob Thomas call in contest be going for? I keep trying, but no luck yet."
49328,1,<MENTION> I know why! you spelled my account i.d. wrong! Its with three o's
18320,1,"@ the lunch stop. Only 2 customers so far today. Sun is breaking thru the fog, turning into a GORGEOUS day<HASHTAG>"
86633,1,"<MENTION> Right click on it, save as. In twitter go to settings, picture and upload. Should work."
16968,1,"?? I kissed a boy, and I liked it... G'nite everyone!"
29428,1,<MENTION> would love a slice of summer from Piper's lemonade stand! do you think i could have a jump on her trampoline too?
90168,1,<MENTION> is it? I'm in bedfordshire
29707,1,<MENTION><MENTION> just watched Naked Gun
54883,1,<MENTION> ahah. yesyes. parents know best for us unlucky him if i got the red lights!
62728,1,<MENTION> Really? That's one of my favorite movies.
70717,0,"<MENTION> me eitherrr! idk, some people are just jealousss"
48497,1,<MENTION> Good Morning to you too! Sending coffee your way
12275,0,> twitter needs to make the character limit 300 or something. 140 isnt enough especially when you got a really funny joke to say
57980,0,<MENTION> I'm okish. I think it's possibly baby blues combined with uncontrolled pain. Can't take my meds anymore as I'm breastfeeding
53496,0,"<MENTION> Haha, no. My luck wasn't quite that bad, although our 2:00 lunch turned into a 5:30 dinner thanks to the stupid tire."
7153,1,"<HASHTAG> is blatently a total rip off of 'Mafia Wars', and thats shit too"
18871,0,:/ this feeling just isnt good . mayb its just not worth it nymore its obvs its not the same even tho i wish it was diferent x
36242,0,<MENTION> i sent ray some info about you guys performin at six flags but i guess u guys arent ready cause he didnt respond
11618,1,(music) yow <URL>
81292,1,<MENTION> lmfao youre sick as helllll
6961,1,<HASHTAG> : is wen you can feel the shit in yo st0mach.. & & it hurts s0 g0od!!
94245,0,<MENTION> hold the sleep button and the home button at the same time. I'm not eligible for an upgrade until 2010.
90097,1,<MENTION> thanx Paris..I'll check it out...have a super night.. ok
14205,1,...but I KNOW I'm underestimating the bond I would form with someone else's child! Ah well...it was a fun idea for a few minutes
18686,0,"@ work, forgot my cell @ home. sad"
98659,1,<MENTION> I know what you mean. I wouldn't buy anything from an advert that shouts at me
47006,1,"<MENTION> yup, we need to finish some reviews so we can giveaway more promo codes<HASHTAG> <HASHTAG> :<MENTION>.. <URL>"
16604,1,::Ugh:: Euro Civ exam... Studio Later though
17154,0,...and the whole ad-integration aspect ofcourse :-/. It does look pretty though
84700,1,"<MENTION> No, we luvs yas. I'm totes posting pix here, too. Don't forget tomorrow night - I'm getting TRASHED. You can walk me home."
36459,0,<MENTION> I miss you I miss us!! From junior & sr year!!! We were unstoppable! =P
99167,0,"<MENTION> and the KK doughnuts in the grocery store are gross, because the glazing has started to melt. It makes me so sad"
73783,0,<MENTION> Have a cat called Harry ( <URL> ) The calf was the second one that died at birth from four cows
61617,0,<MENTION> yes a bit better today but extremely sore shoulders lol
69475,1,<MENTION> seems i always end up at tx schl! email lori@nordstromphoto.com i'll add u to mail list
9173,0,'I can't beeeeelieveeeee what I'm feelin' for you. It's unusualllll.' I miss Danity Kane already
50347,0,<MENTION> yeah n that was 16 years ago tht we gave him away but it feels like it was just yesterday n my friend is making it even worse
15537,0,"..sometimes everybodies on twitter,, other times,, nobody is,,"
67362,1,"<MENTION> I'll be performing tonight at the Uptown<HASHTAG> Umbrella Market from 5-8pm, where Evans meets 5th!!"
77828,1,"<MENTION> Heeee Wednesday early morning is best with me, or at 1pm. I have an 11am meet kasi and 6pm. Other than that I am goooood."
38751,0,<MENTION> why aren't you replying? x
56686,0,"<MENTION> ooohhh.. wag naman sana.. if you find time, read okay? ingats!"
67368,1,<MENTION> congratulations!
44506,0,"<MENTION> morning annie,u ok hun? My bberry crashd last nite so couldn't see any tweets. They're alive...wish I was there"
28361,0,<MENTION> cause twitters better and im in bed and i didnt finish the work i had to do today cause i got confussed
31530,1,<MENTION> Ã? ÃÂºÃÂ°ÃÂºÃÂ¸Ãâ¦ ÃÂ¿ÃÂ¾Ãâ¬ Ãâ¢ÃÂ²Ãâ¬ÃÂ¾ÃÂ¿ÃÂ° - Ã?ÃâÃÂ¾ ÃâÃÂ¾ÃÂ»ÃÅÃÂºÃÂ¾ ÃÂ ÃÂ¤?
45446,0,<MENTION> you should be coming down here though
688,1,: The Last Gadget <URL>
36518,0,<MENTION> if u guys have nothing on this week come visit me at school. seing as I can't visit you
48186,1,<MENTION> have fun
98170,0,<MENTION> I was just thinking about that earlier Lots of profanity on Twitter.
15465,1,*sigh* just got home from the Valley.. Stopped by Super Walmart in American Canyon and had dinner at Fresh Choice..
12849,0,"*sniff* looks like my Nintendo Wii has to be sent away, none of the controllers will work anymore So annoying as well! Grrr"
36606,0,<MENTION> this isn't true! Every state has less money to spend on fireworks etc. Therefore July 4th will burn less brightly
56623,0,"<MENTION> ew... i start finals on wednesday, all the way through next friday"
92782,1,<MENTION> ...too many creepy stalker messages! Have a great time anywho
23484,1,"<MENTION> hah, nah i didn't sink ps your cute."
61500,0,"<MENTION> Not ME, Bill! iTunes! I don't know how exactly, but iT. somehow erased the music lib. from my iP. and now there's just space."
12686,0,*scared* damn this game.. i have to constantly look behind me in the game to see if no zombie/monster is creepying up behind me.. *sniff*
92245,0,<MENTION> is it open today? It's a national day here...well not for all the companies...arghhhh why do I have to work today!!!!!
35756,1,<MENTION> Aren't you going to go to bed?
8165,1,<HASHTAG> says: have you ever done your biggest sin? No? with me you will go to hot hell
93674,0,<MENTION> what time yuu done . work =eww
44824,0,<MENTION> no I had work! do u know If I can watch them on facebook?
83733,1,<MENTION> hellooo.. nice to know you
36792,1,<MENTION> Take me with you
98438,1,<MENTION> I know.
93174,1,<MENTION> hope you got heaps of followers
58159,1,<MENTION> yeah.. i really feel creative with photoshop.. I can never stop learning.. I love finding new ways to improve.. ya know!
16608,0,:@ I wanna watch Sonny with a Chance but IÃÂ´ve got fucking grammar hm to do ÃÂ¬ÃÂ¬
49944,1,<MENTION> True! I definitely want to. I am booked solid through July for sure though. We shall see
82143,1,<MENTION> YAYYY!!!!!!!!!! I'm glad you liked it!
86133,0,<MENTION> I'm going home tomorrow (technically today i guess since it's 3 am) i have a show to do then im going to kansas city
98210,0,<MENTION> Where has our country gone? Seems we no longer live in the USA.
67137,0,<MENTION> developing a stutter all this footie on tv to blame
32899,1,<MENTION> Thanks for fixing the Maven Eclipse plugin so it can work with Wicket again
65466,1,<MENTION> <URL> - bden its that your new puppy he so cute i love this pic
83964,0,<MENTION> aw i hope u get 2 feeling better. Did the brewers and sox play 2day?
45347,0,<MENTION> I'm sad too I was supposed to go too!
7625,1,"<HASHTAG> is on soon xxx YAY , Danny looks rather HOT"
45219,1,<MENTION> Woot! How many days a week do you work?
1225,1,Heard it on Pandora because that site is THAT cool <URL>
1560,0,i hate this .. Goodnight.
70258,0,<MENTION> Why ?
61196,1,"<MENTION> try uber twitter, its pretty good. you just have to search for it on google on your browser"
44359,0,<MENTION> why won't you talk to me
68909,0,"<MENTION> yes you did to that one, but no one bit (bad choice of words) on the OMF comment"
44674,1,<MENTION> 'Friends' was my absolute favorite of all time. I so wish it would come back.
65646,1,<MENTION> would love a baileys..but don't drink alcohol...its okay I just had a big glass of pepsi.
3145,0,"- I wake up, shower, eat...and go back to bed. I'm so tired all the time"
46251,1,<MENTION> I have to agree with Tyra... 'Can we clone you?' We need a guy like you in Sweden!
36802,0,<MENTION> apparently i talked to someone and told them about a bike and i dont use the phone i'm to quiet ESOTSM;
95706,1,<MENTION> Thanks again for the<HASHTAG> listing
91658,0,"<MENTION> believe me, i know how you feel. before i know it, i'll be, like, 50 or something."
6302,1,- starts work again in 2 weeks. Cannot wait to have moneyyyyyyyyyyyy
79852,0,"<MENTION> on msn....yes, cos you arent replying"
10792,1,'The Queen is Dead' Tonights Chris Packham's Smiths song title
6505,0,Sure fail today's paper.
74051,0,"<MENTION> Normally I would, but my son just snaffled the last bit of bacon"
21337,0,<MENTION> its stooopid
95189,1,<MENTION> Aww..thanks!
78228,1,"<MENTION> Yes it is, sorry babe"
13571,1,... and even if he doesn't I'm sure he'll at least get a kick out of the trick sparkler-candles I got to put on it
96781,0,"<MENTION> aww im so jealous of you, two DM's boo I can't even get one.."
56090,0,<MENTION> Worst day ever
16858,0,... Watching Leno's last show. Grew up watching the Tonight Show so im kinda sad to see his fat chin leave the tube.
93063,1,"<MENTION> yeah,I know. ano ulit yun?analog heart then...?"
370,0,grandma is very sick. not doing well. going to the emergency room.
63317,0,<MENTION> Yeah probably!! Ve been Soooooooo sick for the past 2 days
4371,1,<HASHTAG> what the hell.
92686,0,<MENTION> but we won't have a computer for a week after tonight
40655,0,"<MENTION> That's really bad news Are you ok now? Are you still going to make it to London? Yes, I still have the spare ticket."
30603,1,"<MENTION> To be honest this is just one of the things they havent tested and worked on, but my bet is they'll get it working anyway"
47890,1,<MENTION> That's fine. Don't fall asleep and miss your flight! That'd be bad.
87295,1,<MENTION> hello i juss wanted to say hi and hopefully i will see u on tuesday in manhattan
14439,1,...but at least i'm ticket free
14846,1,...oh yeah and I've got a spare ticket... as usual!
67188,1,"<MENTION> Not to mention understanding of biology, in many areas"
92713,1,<MENTION> thanks for the sidenote! bartelme.at<HASHTAG>
42052,0,<MENTION> what happened?
25342,1,<MENTION> Woohoo! Can't wait.
53142,0,<MENTION> ino ino i feel so lazy being up for over an hour and havent hit the bathroom lol
18508,0,@ work early as hell..so tired of bein here dis early
75791,1,"<MENTION> R U Right handed? what you do, your DNA and life will affect your hands. They're NOT 'Freakish'."
13701,0,... I'm sick n I hate it!
56183,1,"<MENTION> haha I know, that would be so funny if she saw it!"
76766,0,<MENTION> Did you hear about the earthquake that struck Honduras? Reports say that 4 kids died & many lost their home. Really sad
58578,0,<MENTION> Am doin gud lol cnt do this work and OMG last episode of supernatual dis week
72288,1,<MENTION> and as for you miss eyes...gonna b needn those eyes lookn at me across a table of food and drinks!
29323,1,<MENTION> I am so excited that you liked it *squeals while running in circles* i am such a dork ha..*blush* -'-
74767,1,<MENTION> Welcome - my pleasure! Hope you are having a nice weekend!
57847,0,<MENTION> Well excuse me!! It'll never happen again
62851,1,<MENTION> hey! you said said that you tweeted on leno and here you are! When harry met sally is and always will be the best movie ever
60549,1,<MENTION> ty very much on my board designs
49270,0,<MENTION> finals this week make me cry. I'm wearing the shirt you gave me. We shall hang out sooooon!!
56545,1,"<MENTION> I haven't tweeted in a long time. Yes, I moved. I guess you got the memo. I love living in the city!!!!!"
54114,1,"<MENTION> Thank you, I will, I only work for 90 minutes today... life is hard You have a good evening x"
79631,1,<MENTION> I was talking about notes not your philosohy of personal dress.
76720,1,<MENTION> agreed! They should call it brunch
96713,1,<MENTION> if i ever get round to touring round the US i'll bring you box
45872,0,"<MENTION> shes avoiding the INTERNET, more specifically, twitter till the weekends"
59438,0,<MENTION> ..I'm sorry to hear that B
92200,0,<MENTION>: I know that didn't sound right sorry kells. Lol! I still don't have a time but I hope we still on. The orangizer never ...
33138,1,"<MENTION> oops, sorry, sometimes it just doesn't work"
30669,1,<MENTION> heeeyy ale! i love your pic! haha youu look soo freakin' happy and glad to finally see them! lol
29110,0,<MENTION> it's not msn it's my internet
85184,1,<MENTION> Wonderful! I look forward to the new dvd
717,0,"- ... wide awake, but dont actually wanna go to school :S xxx"
13037,1,"'I know that he left you in pieces, you know that I won't be that way, I'm not gonna treat you like he did, oh, whatever it takes..'"
26469,1,<MENTION> yea<MENTION> is adorable
30227,0,<MENTION> except i'm in liverpool
88942,0,<MENTION> eh daaa... sure... thanks....
36719,0,"<MENTION> I'll post something into it later. BTW I was tagging my latest post, and you altered it before I saved!"
18168,0,"<MENTION> LOL glad u liked it ... i thought it was funny but, i had consumed 2 glasses of wine"
97733,1,<MENTION> Lol the bouncing part..YES..the interview part not so much! Haha Hope you are goin to go easy on me.
57914,0,<MENTION> your updates keep getting cut off!! blink is sold out
31522,1,<MENTION> thank you
63145,1,<MENTION> what song was it? and thats just fine... it's okay to be a little 8th grade sometimes.
41871,0,"<MENTION> yeah, he's not a lot of fun sorry probably the source of your CBF I suspect"
19019,1,"<MENTION> half 7, mate that's early!! insanely early glad u had a gd nite tho, lets hope tonight will be just as gd! Gatecrashin n all!"
63320,1,"<MENTION> Have a great day, hope to catch up with you later. Wish I was in town hehe"
38569,1,<MENTION> nah it's okay I'll just wait until I faint again and age realizes that I need help
62112,0,<MENTION> glad u are getting nice weather. It's foggy and cold here
97846,1,<MENTION> UR just showing off now...
6690,1,<HASHTAG> kaci-crazy possessive bahaha my theme song
16660,1,@ iamdiddy TODAY IS<HASHTAG> GIVE A HATER A HUG!!!!! retweet
84452,1,<MENTION> I dont have DSTV
75195,1,<MENTION> Ignore her? I wish I was an adult like that.
54576,1,<MENTION> I FOUND MY CELL PHONE!!!!
73022,0,<MENTION> Damn! Did it have a serial # you can report to the police? Do we need to find you a new one on craigslist?
23500,1,"<MENTION> lmao shaving? you? nah.. just wear them over your jeans- they'll accentuate your legs, making them look long and lucious"
65518,0,<MENTION> Book club? details!
55567,0,<MENTION> bawls does not fuel me anymore it's not in any stores here anymore
28308,0,<MENTION> Tell me about it. Before I know it it's Sunday night & I feel pooped...
5467,0,listening to sad songs
84395,0,Phils. What are you DOING to me??? I can't take these extra inning games and then you loose. UGH. Let's get back on track tomorrow.
18756,1,": still waiting with hope, what a wonderful life i had"
38845,0,<MENTION> my feet are cold and i still have homework to do. haha<HASHTAG> <HASHTAG> <HASHTAG> <HASHTAG> <HASHTAG>
5085,0,why won't he just let me in?
35977,1,<MENTION> I wish I could
76570,0,<MENTION> Thanks Charmaine. How was the interviews?? Still none for me yet
1078,1,Gossip girl tonight!!!
70040,1,<MENTION> Very lucky lady! ... My time will come.
79108,1,<MENTION> Courage
99281,0,<MENTION> omg!!!! That sux! I'm sorry. You can sleep in my twin bed with me!
73393,1,<MENTION> u shud have taken a diploma.... wud have helped ur cause...
87723,0,<MENTION>: I still have your gifts to send. I didn't want to send you my hamthrax I'll get to that this week
98119,1,"<MENTION> I'm not gonna lie, I find that PMA !!! Love your acronyms, they'll love you back It's 2009, let's just be vernacualr"
99529,0,<MENTION> would love too but on a bb
86740,1,"<MENTION> Theyre giving out smiley awards at school with guys on them, theres one with Taylor Lautner on it Rachl! Xx"
34745,1,<MENTION> Yay for insomnia!!
23164,0,<MENTION> no I still have 6 months on 3G contract left
50379,1,<MENTION> should be me
83004,0,<MENTION> is cranky.
82759,1,"<MENTION> Have fun and dun work too hard, okay hehe ;) And we're sure you will, like always Wish u a nice day tomorrow!"
51685,0,<MENTION> more guinness could help? Ugh stones.
11483,0,<MENTION>) I NEED A HUG!
95704,1,<MENTION> Loved the DA review of My Forbidden Desire.
35905,1,"<MENTION> just left off to the bank and time for DIY now, LOLz"
27569,1,<MENTION> <URL> -there's only one photo uploaded.
20859,1,<MENTION> Thanks for the recommendation bro!
92171,1,<MENTION> U GOT IT GOIN ON! i remember teachn my son to tie shoes-very rewarding how the little things in their life is so huge!
44625,0,"<MENTION> funny, I just asked DH if he would have our deck built in time for our aug. teleconf. (the answer was no - next year maybe"
28794,1,"<MENTION> hey I'm gonna follow ya, I'm new to twitter too :] is that your blog? Im taking advantage of E3 and making one aswell"
91115,1,<MENTION> wasssup cocoliciousness!!! I knew u didn't recognize me! how's ur daughter?
20836,0,"<MENTION> I dont think Dexter's father would approve him getting a passport - not that he cares, just to be difficult"
91570,0,"<MENTION> well, they are kinda bad right now! Houston Astros."
51632,1,"<MENTION> hey, actually I just switched to oranges! lol Have fun!"
63872,0,<MENTION> I just got home from work too.
39465,0,<MENTION> Not until Thursday night!! and my shoulder bag is killing me!
54459,0,"<MENTION> ack, sorry! didn't mean to give you a heart attack hope you have a good meeting."
75889,1,<MENTION> big deal ... I get that many spam emails an hour
50525,0,<MENTION> I hope this is just a minor bump on the road Carrie-Lee!
99235,0,"<MENTION> and<MENTION> sorry, had prior plans for today."
5602,0,<HASHTAG> W1 4
86892,0,<MENTION> wish i could have gone last night - would have seen you char-doll. been forever
93117,1,<MENTION> Why not save for a trip to Israel?
66685,1,<MENTION> :<MENTION> erh.. *cough* shouldn't that be 'rapier wit' ??? Mr Ter-wit???!!! *zips lip*
1409,0,but i love that show<MENTION> ...
29651,0,<MENTION> I don't want you to be there for a while!
46685,1,"<MENTION> Thx He's big & barks at everyone, but is afraid of his own shadow. LOL"
12836,0,"*sighs* I wanna talk to someone, but I doubt they are up at the moment."
33586,1,"<MENTION> <URL> listen to this song, i put on chirst. it's so good."
51846,1,<MENTION> Have fun in Germany
69716,0,<MENTION> hahahahahhaha! Dr. Hibert! I miss The Simpsons!
45947,0,<MENTION> I'm sowie! I'm playing with Johnny now ...
13374,1,"'It was awesome but we lost it, it's not possible for me, not to care.' -- Miley Cyrus"
19142,0,<MENTION> ...WHY must you NEVER post status changes on here! I'm suppose to stalk your life lol
5043,0,what do I do?
77427,0,"<MENTION> croissant and bread rolls No bacon, no eggs, no sausages - ... <URL> - - -"
57927,1,<MENTION> awesome!
70728,0,<MENTION> OH! I see! Lol mario is being bleh:/ ...
24520,1,"<MENTION> thank you very much ma'am, how sweet"
52095,1,<MENTION> that is crazy! Haha
84313,1,<MENTION> you are relentless with this stuff. I can't keep up with you
99139,1,<MENTION>..... I know Im so nervous!!!!
2239,1,-- happy mothers day mom! <URL>
38174,0,<MENTION> That would be awesome if you could make it to Sonoma AC. I'd love to take Monday off to watch it but unfortunatley I can't
48947,1,<MENTION> i wish.. but no.
41162,0,<MENTION> This week is full what about Mon 6 /29 at 4pm?
29445,0,<MENTION> ur right
47570,0,<MENTION> me and rachel are going to be in spain
54818,1,<MENTION> yeah you have to
11475,1,"<MENTION>) forget the shower because of the rain -> onto playing NHL 09 -> shut up, I do have a life."
77422,1,"<MENTION> Dont worry, im worse then you. i havnt even revised music, but wht can i revise? hopefully we have a second to revise b4."
82898,0,<MENTION> anymore.
62701,0,"<MENTION> sorry mum. insomnia's all down to temptation, not stress, I never realised that..."
92533,1,<MENTION> so happy that you like PeopleBrowsr Cheers!
67089,0,<MENTION> Youre so lucky! I wanted to see the all time low free acoustic show but my parents thought it was a hoax.
36916,0,<MENTION> OMG- did daughter not come home last night?? What a huge worry. I would have been out of my mind. Poor you!
97757,1,<MENTION> Twin! How was your bike ride? I'm in car on way to Omaha...treating myself w/ bit of tweet time How R U??
97159,0,<MENTION> ooh nice! but williams sonoma already got to me.
46833,1,<MENTION> what show ? u gonna perform
87606,1,<MENTION> woow qe padreee saludoos a patryy!
35188,1,<MENTION> when the new album comes out girls? i can't wait love you so much
79239,0,"<MENTION> have fun today, it's your last day heeeeeeere. missyoooou"
14955,1,..in awe over him. Even though he's not a pirate
71218,1,"<MENTION> scratch that,your HIGHEST congratz xoxo"
7634,0,<HASHTAG> == evil The don't have coding for dummies over there?!
34329,1,<MENTION> ah oof that you went poof *giggles*
16323,1,: I had the best night ever. All we did was talk.
70368,0,<MENTION> Naruto is so good I've watched a little just because I've passed by it in TV. Gundam looks scary
62461,1,<MENTION> Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip
82787,0,"<MENTION> I would be there too, but I live in Brazil I love you !!"
62715,1,<MENTION> I totally love those...but I must admit that i am partial to the green ones
93343,1,<MENTION> If I was there... I would irrigate it for you did that on the ambulance a lot... of course with a bag of saline
33220,0,<MENTION> it is true. very unfortunate that happiness is a hard thing for many people in this world. even children.
19264,1,<MENTION> Night-e Nite Laur-E LoL.. I Txt Ya Tomorrow Or on Myspace... We Gonna Have Fun.. Tomorrow Hollywood/LA Here We Come!!!!
10340,0,"'Oh, yeah, they're on the board...I just forgot those minatures.' Great moments in DM history."
19431,0,"@ claire_m75 Oh yes indeedy got a great pic of him and my daughter, but its on external drive that died"
87005,0,<MENTION> sims 2 was a horrible visual experience for me
52339,1,<MENTION>: Shit. If you can afford to go to Asia De Cuba you can afford to visit my spa.
22280,0,"<MENTION> Lucky you,<MENTION> is _my_ senior too. Respect, sigh."
88548,1,<MENTION> Yay! Have fun
90220,1,<MENTION> LMAO define normal
30372,1,<MENTION> Hello!! Nice to see you on Twitter. Follow<MENTION> too if you haven't already
19972,1,@ my grandma's
41699,1,<MENTION> No crotch shots.. But I do have shots of you guys flipping the bird at me.
3243,0,- I'm in the boring bank. Some bloke has just asked about a cheque he 'sented' oh the joy of modern English.
87637,1,<MENTION> Yay. Do you have Ana pics?
23418,0,"<MENTION> I have complained though, I really wanted front row centre tickets (never had that before ever) and I had them pretty much!"
47494,1,<MENTION> LOL neither am I
49231,1,<MENTION> They're going to need to know how to SPELL money first (www.LaughNYC.com)
69227,1,<MENTION> whooo! I just thought it was an interesting topic for you
73846,1,<MENTION> I've felt like that
62963,1,"<MENTION> yep, but it's worth it"
41551,1,<MENTION> stuff the vitamens in glueten free brownies?
78954,1,<MENTION> thank you <3
12324,1,</cluster emoting> Thanks for humoring me.
83555,1,<MENTION> That would be cool ... The return of markerlove?
56467,1,<MENTION> One of the things I like about Bing are the different backgrounds.
33175,0,<MENTION> just sad
52558,1,"<MENTION> You have to use a rails server, like mongrel, on top of Apache"
96683,1,<MENTION> lol go on
39192,1,<MENTION> !!! exciting news indeed!
59255,1,<MENTION> Thx 4 sharing!
68550,0,<MENTION> Just make sure you keep it that way. Don't need to hear of you becoming road kill.
16427,0,@ 12:15p.m. my great grandma'll've been gone 4 2 yrs. this's a very tragic & tryin 2 help my grandma get through this!! i luv & miss her!
8346,0,today sucks.... just like this week does.
78669,0,<MENTION> Yo I missed ya girls last week. Come home now...
44902,0,<MENTION> i missed youuuuuu. one day (soon!!!) we shall meet again. <33333
29275,0,"<MENTION><MENTION> I dunno, bengie just did it the other day it's like no player does that all the time, but most players do it sumtimes"
20876,0,<MENTION> Do I look like I'm laughin? Can't keep yo hand out the cookie jar I'm done you breakin my heart
67977,1,<MENTION> How awkward would that be if a real life friend wound up being annoying on Twitter? How do you un-follow a friend?
85282,1,<MENTION> Also Div Merc Sun. Do you know abt the correlation of Div Mer Image w/shroud of turin? Very interesting/gma shd do story.
26773,0,<MENTION> It\'s an evil weed. I have them too and Molly gets them when she goes outside <URL>
47737,0,<MENTION><MENTION> Saw a commercial of David Arch on GMA. About SIS. They showed a couple of pics there! Too bad my cam isn't w/ me
39140,0,<MENTION> Forgot you do shift work
7758,1,"<HASHTAG> Chocolate, shoes, and clothes"
53316,1,<MENTION> RSL could call me a slobbery goat and i'd still die from grinning that he said something to me! not that he would say that
13096,0,*yawns* So tired..
17117,1,@ venice beach chillin
1721,0,"I NEED A PHONE....MISSIN DA CRACKBERRY RITE NOW, SOMEBODY HELP ME PLEASE!!"
96962,1,<MENTION> u best get some free drinks mama!!!!!!! N drink some 4 me puta!!!!
29777,1,<MENTION> :: thanks
41976,1,"<MENTION> Dude, you see that link to spicIE? Why the hell has it not been made more public!? There are templates and everything!"
88130,1,<MENTION> that movie is goooooood.
37907,0,"<MENTION> read it from my point of view. you did. it doesn't matter. i'll talk to you later or something, i miss you though"
2002,0,fine i just wanted to share with u the greatness of baby soup. and how it contributes to a cannibal society!
931,1,Explore twitter
73195,0,"<MENTION> i put mama on bleep 82 watch while i got a drink ha, i like when micky says i love you during lttc"
49255,0,<MENTION> oh no! sorry to hear about the knee
89026,1,"<MENTION><MENTION> and this was his 2nd wedding, so I'm a keeper He looked awesome too."
47067,1,<MENTION> we're open!
54973,1,<MENTION> I can't believe I'm missing it! Buuuut I'm recording it.
64072,1,"<MENTION> yes I wish him a gr8 day, wow 35 years i'm married now 4 more that 27 years. & yes i'll take it easy 2day thx 4 caring XXX"
7953,1,"<HASHTAG> we are the future, we are the information professionals/librarians/etc. *sing it to melody of We are the future by MJackson*"
73588,0,<MENTION> Noo my father doesnt wanna gooooooo I'm sooo freakin' agervated! I cant take it i have to be there or else i'll die!
90261,1,<MENTION> i can handle...i think..
65500,1,"<MENTION> It's good that you're good...I wouldn't want it any other way Oh and thank you, I will! *sways to music in head with you*"
85606,1,<MENTION> Honeymoon Kuala Lumpur and then Tioman Island. Can't wait!
55695,1,<MENTION> i love your new hair color
57833,0,<MENTION> you never took me to buy shoes
94521,0,"<MENTION> PS: what will we do without our pre-wings buddy tomorrow??? PB& J sandwiches for only 2 people, I guess"
64370,0,<MENTION> I'm hungry lol
16742,1,"@ MitZee SparkNotes.com has free, online study guides and book summaries."
13183,1,. hmf. I just change my default. Haha
88613,0,<MENTION> my day was Bleugh got a very stiff / sore leg dunno what happened to it!!
96274,0,<MENTION> yikes! ..i was on my way 2 meet u whn my publicst called me wit prior knwldge of the attack & adviced me not 2 go
92298,1,<MENTION> when are you heading back up to Leeds?
17180,0,@ work bored.... and watchin paul blart mall cop...... all the funny parts were in the previews..
84989,1,"<MENTION> I am sorry :/, im texting back now"
91172,1,<MENTION> Being a nerd is A-okay. You have good company.
59119,1,<MENTION> Yes
11300,1,<HASHTAG> who can resist<MENTION>? oscar wilde would be ever so proud
9295,1,<HASHTAG> Doente
78746,0,<MENTION> cilly willy gueros puter isnt charging
53880,0,<MENTION><MENTION> W Just sat down to this..empty grill on Twitpic: <URL> mmmmmm japanesey!!! Looks yummo.
51880,1,"<MENTION> I'll be back Monday but the then leave for California on Friday, we can Thursday!"
74119,1,<MENTION> lool i dont think he does babes lol dont feel liek it anyways .. GOD LOVES YOU !1 good luck my lil cookiiee byee byee x
68139,1,<MENTION> I won't get it until June 10. I'm not even using my iPhone that much there (which is huge for me to turn it off.)
66163,1,"<MENTION> HA! That made my night. Now I'm heading to Nova's to kick ass at Worms and Rag Doll Kung Fu, further making my night."
18483,1,"@ TRS. Waiting for my most missed and loved people<MENTION>,<MENTION> and derrin"
8253,1,<HASHTAG> Be a Jonas fan. The girl might think that you are gay..but at least you would get their attention!
34576,1,<MENTION> Asian girls in general win
96779,0,<MENTION> I hate moments like that. I'm sorry
44798,1,<MENTION> sorry! Bad me!!!
41310,0,<MENTION> I would give anything to have a garden like that. Here we have trouble keeping any plants alive outside.
66602,1,<MENTION> oh fun! I really want to go!
41931,0,<MENTION> at this point you will have to drive them down yourself
54600,0,<MENTION> effffffffffffff that. but yeah i know lol
80067,0,<MENTION> i miss you even more. I dont get to see your beautiful face in school anymore lets chill with bchase and<MENTION>
80553,0,<MENTION> that's annoying. i is sorry
78133,1,<MENTION> Only on the Palin Special.
80824,0,"<MENTION> Thanks, I always use sxc.hu when I need a free stock photo - it's a great resource! I'm looking for video footage though"
12788,1,"'fame is simply an imbalance between inbound and outbound attention', den gillade jag"
56093,0,<MENTION><MENTION> you're making me sad/angry/annoyed are the votes being verifeid or something?
37368,0,<MENTION> I think your neighbor needs a beating!! poor dog
50509,1,<MENTION> I hope you have an awesome time<MENTION>! Wish I was going again.
93602,0,<MENTION> wish we'd been able to make it but car broke down on the way
3018,0,MY SON'S NOW IN COLOMBIA UNTIL AUGUST. I WONT SEE HIM TIL THEN. I MISS MY CHU CHU! BUT IM NOT GOING TO IRAQ!! YESSSSS!!!
70615,1,"<MENTION> thank u And yeah, I will get around to designing my own background seeing as thats what I do, but when time permits"
78561,0,<MENTION> is digby still not sleeping? sucks to be you
24441,1,"<MENTION> naku sister, I don't think its just the bum wink wink"
15478,0,*sigh* sore throat
37044,1,<MENTION> of course factor 15
55854,1,"<MENTION> naw, dont worry..its fine haha"
83953,0,"<MENTION> I'm crying. Ouch, to my ol' friend."
87133,1,<MENTION> I sent you a DM...it's lookin' real good for the tv pilot
78058,0,<MENTION> ill try if i can wait until 1am...
